"COD_ETU","Note : TLBC3104","Résultat : TLBC3104","Session : TLBC3104","Année : TLBC3104","Note : TLBC3204","Résultat : TLBC3204","Session : TLBC3204","Année : TLBC3204","Note : TLBC3304","Résultat : TLBC3304","Session : TLBC3304","Année : TLBC3304","Note : TLBC3404","Résultat : TLBC3404","Session : TLBC3404","Année : TLBC3404","Note : TLBC3504","Résultat : TLBC3504","Session : TLBC3504","Année : TLBC3504","Note : TLBC3604","Résultat : TLBC3604","Session : TLBC3604","Année : TLBC3604","Note : TLBC3004","Résultat : TLBC3004","Session : TLBC3004","Année : TLBC3004","Note : TLBC4104","Résultat : TLBC4104","Session : TLBC4104","Année : TLBC4104","Note : TLBC4204","Résultat : TLBC4204","Session : TLBC4204","Année : TLBC4204","Note : TLBC4304","Résultat : TLBC4304","Session : TLBC4304","Année : TLBC4304","Note : TLBC4404","Résultat : TLBC4404","Session : TLBC4404","Année : TLBC4404","Note : TLBC4504","Résultat : TLBC4504","Session : TLBC4504","Année : TLBC4504","Note : TLBC4604","Résultat : TLBC4604","Session : TLBC4604","Année : TLBC4604","Note : TLBC4004","Résultat : TLBC4004","Session : TLBC4004","Année : TLBC4004"
"18002970","10","V","1","2019","7","AC","2","2020","10","V","1","2019","10","V","1","2020","10","V","1","2020","7.5","AC","2","2020","9,083","AC","2","2020","10","V","2","2019","10","V","2","2019","10","V","2","2019","10.5","V","1","2019","13.5","V","1","2020","14","V","1","2019","11,333","V","1","2020"
"18002977","16","V","1","2020","12","V","1","2020","14.5","V","1","2020","10.5","V","1","2020","15","V","1","2020","13","V","1","2020","13.5","V","1","2020","10","V","1","2020","15.1","V","1","2020","12","V","1","2020","10","V","1","2020","19.25","V","1","2020","16.25","V","1","2020","13,767","V","1","2020"
"18002985","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"18003135","9.5","AC","2","2020","10","V","2","2020","10","V","2","2020","9","AC","2","2020","11","V","1","2020","8.5","AC","2","2020","9,667","AC","2","2020","12","V","1","2019","16","V","1","2019","19","V","1","2019","15.5","V","1","2019","11","V","1","2019","10","V","2","2019","13,917","V","2","2019"
"18003140","8.25","NV","2","2020","6.6","NV","2","2020","11","V","1","2020","8.5","NV","2","2020","4","NV","2","2020","7","NV","2","2020","7,558","NV","2","2020","10","V","2","2020","7,038","NV","2","2020","6.25","NV","2","2020","10","V","2","2020","10","V","1","2020","11.5","V","1","2020","9,131","NV","2","2020"
"18003154","10","V","2","2020","10","V","1","2020","10","V","2","2019","10","V","1","2020","13.5","V","1","2020","10","V","2","2020","10,583","V","2","2020","10","V","2","2019","11.8","V","1","2019","7","AC","2","2019","14.25","V","1","2019","12.75","V","1","2019","10","V","2","2019","10,967","V","2","2019"
"18003182","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","","","","","","","","","","","1","2020","","","","","0","NRA","1","2020","","","","","0","NRA","1","2020","","","","","0","NRA","1","2020","","","1","2020"
"18003200","10","V","2","2020","7","AC","2","2020","12.5","V","1","2019","10","V","2","2020","13","V","1","2020","10","V","2","2020","10,417","V","2","2020","10","V","2","2020","10.02","V","1","2020","10.5","V","1","2020","16.5","V","1","2019","13.75","V","1","2020","15","V","1","2019","12,628","V","2","2020"
"18003249","8","AC","2","2020","10","V","2","2019","10","V","2","2019","8","AC","2","2020","8","AC","2","2020","10","V","1","2020","9","AC","2","2020","14","V","1","2019","17","V","1","2019","20","V","1","2019","15.5","V","1","2019","12.5","V","1","2019","15","V","1","2019","15,667","V","1","2019"
"18003258","10","V","2","2020","10","V","2","2020","10","V","2","2019","8","AC","2","2020","7","AC","2","2020","10","V","1","2020","9,167","AC","2","2020","10","V","2","2020","11.2","V","1","2019","10,625","V","1","2020","10","V","1","2020","10","V","2","2020","12","V","1","2019","10,638","V","2","2020"
"18003274","10,163","V","1","2019","10","V","2","2019","10.95","V","1","2019","11","V","1","2020","10","V","1","2019","11","V","1","2019","10,519","V","1","2020","10","V","1","2019","13.4","V","1","2019","10","V","1","2019","13","V","1","2019","10","V","2","2019","13","V","1","2019","11,567","V","2","2019"
"18003329","7.5","AC","2","2020","10.7","V","1","2020","10","V","2","2020","10","V","1","2020","15","V","1","2020","15.1","V","1","2019","11,383","V","2","2020","17","V","1","2019","16.6","V","1","2019","20","V","1","2019","16.5","V","1","2019","10","V","2","2019","10","V","1","2020","15,017","V","1","2020"
"18003363","10","V","2","2020","10","V","2","2020","10","V","2","2020","9.25","NV","2","2020","1","NV","2","2020","10","V","2","2020","8,375","NV","2","2020","5","NV","2","2020","10","V","2","2020","0","NRA","1","2020","3","NV","2","2020","12.5","V","1","2020","11.75","V","1","2020","7,042","NV","2","2020"
"18003446","13,288","V","1","2019","11.5","V","1","2020","10","V","1","2019","9.5","AC","2","2020","17.5","V","1","2020","11.3","V","1","2019","12,181","V","2","2020","10","V","1","2019","16.2","V","1","2019","10","V","2","2020","11","V","1","2020","10","V","2","2020","10","V","1","2019","11.2","V","2","2020"
"18003489","10","V","2","2019","10.4","V","1","2020","11.4","V","1","2019","10.5","V","1","2020","15","V","1","2020","10.5","V","1","2020","11.3","V","1","2020","10","V","1","2019","12.8","V","1","2019","20","V","1","2019","17","V","1","2019","16.66","V","1","2019","14","V","1","2019","15,077","V","1","2019"
"18003501","8.75","AC","2","2020","8","AC","2","2020","10","V","2","2019","9.25","AC","2","2020","12","V","1","2020","12.5","V","1","2020","10,083","V","2","2020","10","V","2","2019","10.6","V","1","2019","20","V","1","2019","10","V","2","2019","13.75","V","1","2019","12","V","1","2020","12,725","V","1","2020"
"18003539","6.25","NV","2","2020","10","V","2","2020","10","V","2","2020","0","NRA","1","2020","7.5","NV","2","2020","4.5","NV","2","2020","6,375","NV","2","2020","0","NRA","1","2020","4","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","10","V","1","2019","10","V","2","2019","4","NV","2","2020"
"18003598","10","V","2","2019","10","V","2","2019","11.35","V","1","2019","12.75","V","1","2020","17.5","V","1","2020","10","V","2","2019","11,933","V","1","2020","18","V","1","2019","16.4","V","1","2019","15.6","V","1","2019","14.5","V","1","2019","15","V","1","2019","15","V","1","2019","15.75","V","1","2019"
"18003707","10","V","2","2020","14","V","1","2020","10.5","V","1","2019","10.25","V","1","2020","13","V","1","2020","15","V","1","2020","12,125","V","2","2020","15","V","1","2019","17.4","V","1","2019","8.1","AC","2","2020","11","V","1","2020","10","V","2","2020","15","V","1","2019","12.75","V","2","2020"
"18003737","10","V","2","2020","11.6","V","1","2020","10","V","2","2019","12.5","V","1","2020","9","AC","2","2020","7","AC","2","2020","10,017","V","2","2020","12","V","1","2019","12.4","V","1","2019","10","V","2","2019","10","V","2","2019","10","V","1","2019","14.75","V","1","2020","11,525","V","1","2020"
"18003762","10","V","2","2019","0","NRA","1","2020","0","NRA","1","2020","10.05","V","1","2019","0","NRA","1","2020","10","V","2","2019","5,008","NV","2","2020","0","NRA","1","2020","11","V","1","2019","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","15","V","1","2019","4,333","NV","2","2020"
"18003766","8.25","NV","2","2020","10","V","2","2020","10","V","2","2019","8","NV","2","2020","1.5","NV","2","2020","6.5","NV","2","2020","7,375","NV","2","2020","7","NV","2","2020","5,838","NV","2","2020","10","V","2","2020","12","V","1","2020","10","V","2","2020","0","NRA","1","2020","7,473","NV","2","2020"
"18003778","10","V","2","2020","","","","","8.5","NV","2","2020","6.5","NV","2","2020","","","","","10","V","2","2020","","","1","2020","10","V","2","2020","10","V","2","2020","","","","","","","","","","","","","10","V","2","2020","","","1","2020"
"18003787","10.75","V","1","2020","10","V","2","2019","10.65","V","1","2019","10","V","1","2020","10","V","2","2019","11.8","V","1","2019","10,533","V","1","2020","16","V","1","2019","17.4","V","1","2019","10","V","1","2020","13.5","V","1","2019","11","V","1","2020","11","V","1","2019","13.15","V","1","2020"
"18003802","12,125","V","1","2020","12.15","V","1","2019","11.9","V","1","2019","9","AC","2","2020","8","AC","2","2020","12","V","1","2020","10,863","V","2","2020","10","V","1","2019","15.2","V","1","2019","17.77","V","1","2019","10.5","V","1","2019","12.66","V","1","2019","14","V","1","2019","13,355","V","1","2019"
"18003807","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","","","","","","","","","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020"
"18003810","8.75","AC","2","2020","10","V","2","2020","10","V","2","2019","10","V","2","2020","7","AC","2","2020","10","V","2","2020","9,292","AC","2","2020","14","V","1","2020","14.8","V","1","2019","11.25","V","1","2020","10","V","2","2020","13","V","1","2020","11.25","V","1","2020","12,383","V","2","2020"
"18003813","","","","","","","","","7","NV","2","2020","0","NRA","1","2020","","","","","","","","","","","1","2020","10","V","1","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","15","V","1","2020","10,833","V","2","2020"
"18003815","11.05","V","1","2019","8.4","AC","2","2020","10","V","2","2019","11","V","1","2020","10","V","1","2019","15","V","1","2020","10,908","V","2","2020","11","V","1","2019","12.4","V","1","2019","10","V","2","2019","12","V","1","2019","16,125","V","1","2020","13","V","1","2019","12,421","V","1","2020"
"18003818","8,125","AC","2","2019","10.5","V","1","2020","10","V","2","2019","10.5","V","1","2020","8.75","AC","2","2019","13.7","V","1","2019","10,263","V","2","2020","10","V","1","2019","12.4","V","1","2019","8.88","AC","2","2019","13.5","V","1","2019","15","V","1","2019","12","V","1","2019","11,963","V","2","2019"
"18003822","0","NRA","1","2020","0","NRA","1","2020","10","V","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","1,667","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"18003852","10,475","V","1","2019","13","V","1","2020","11.05","V","1","2019","11","V","1","2020","2","NV","2","2020","11.5","V","1","2020","9,838","NV","2","2020","12","V","1","2019","12.2","V","1","2019","10","V","2","2019","14","V","1","2019","7","AC","2","2019","11","V","1","2019","11,033","V","2","2019"
"18003871","8.75","NV","2","2020","0","NRA","1","2020","12","V","1","2020","0","NRA","1","2020","","","","","","","","","","","1","2020","10","V","2","2020","10,313","V","1","2020","10","V","2","2020","10","V","2","2020","15","V","1","2020","13.25","V","1","2020","11,427","V","2","2020"
"18003877","14.5","V","1","2020","10","V","2","2020","10","V","2","2019","8.75","AC","2","2020","10","V","1","2019","10.5","V","1","2020","10,625","V","2","2020","12","V","1","2019","17.6","V","1","2019","20","V","1","2019","16.5","V","1","2019","16.25","V","1","2019","13","V","1","2019","15,892","V","1","2019"
"18003900","10,375","V","1","2020","10","V","2","2020","10","V","2","2019","10","V","2","2020","9.7","AC","2","2020","10","V","2","2020","10,013","V","2","2020","10","V","2","2019","10.6","V","1","2019","7","AC","2","2020","11","V","1","2020","10.5","V","1","2019","12","V","1","2019","10,183","V","2","2020"
"18003908","10,375","V","1","2020","11.3","V","1","2020","11.5","V","1","2020","10.75","V","1","2020","13","V","1","2020","10","V","1","2020","11,154","V","1","2020","10","V","1","2019","13","V","1","2019","14","V","1","2019","13.5","V","1","2019","12.4","V","1","2020","14","V","1","2019","12,817","V","1","2020"
"18003912","14,375","V","1","2020","10","V","2","2020","11.6","V","1","2019","10.5","V","1","2020","8.5","AC","2","2020","11.5","V","1","2020","11,079","V","2","2020","10","V","1","2020","12.8","V","1","2019","12.2","V","1","2019","11","V","1","2019","14","V","1","2019","13","V","1","2019","12,167","V","1","2020"
"18003918","9.5","AC","2","2020","10","V","1","2020","10.1","V","1","2019","10","V","1","2020","7.25","AC","2","2020","8","AC","2","2020","9,142","AC","2","2020","8","AC","2","2019","10.6","V","1","2019","12.2","V","1","2019","8.5","AC","2","2019","10","V","2","2019","13","V","1","2019","10,383","V","2","2019"
"18003923","12,875","V","1","2020","13.1","V","1","2020","10","V","1","2020","11.75","V","1","2020","12.5","V","1","2020","10","V","1","2020","11,704","V","1","2020","14","V","1","2020","11.2","V","1","2019","10","V","2","2020","10","V","2","2020","18.5","V","1","2020","15.5","V","1","2019","13.2","V","2","2020"
"18003926","9.75","AC","2","2020","10","V","2","2020","10","V","2","2019","10","V","2","2020","10","V","2","2020","10","V","2","2020","9,958","AC","2","2020","10","V","1","2019","11","V","1","2019","10","V","2","2019","14.25","V","1","2019","14","V","1","2019","11.5","V","1","2019","11,792","V","2","2019"
"18003944","","","","","","","","","10.5","V","1","2020","10","V","2","2020","11.5","V","1","2020","","","","","","","1","2020","10","V","1","2020","10","V","2","2020","10","V","1","2020","14","V","1","2020","11.25","V","1","2020","16","V","1","2020","11,875","V","2","2020"
"18003966","12.35","V","1","2019","10","V","2","2019","11.5","V","1","2019","10","V","2","2019","8","AC","2","2020","10","V","2","2020","10,308","V","2","2020","12","V","1","2019","12","V","1","2019","10","V","2","2019","16.25","V","1","2019","15.75","V","1","2019","15.5","V","1","2019","13,583","V","2","2019"
"18003969","9.5","AC","2","2020","10","V","2","2020","10","V","2","2020","10.5","V","1","2020","10.5","V","1","2020","10.5","V","1","2020","10,167","V","2","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","14.5","V","1","2019","12","V","1","2019","11,083","V","2","2020"
"18003971","10,213","V","1","2019","10.4","V","1","2020","10.75","V","1","2019","10.5","V","1","2020","7.2","AC","2","2020","11","V","1","2020","10,011","V","2","2020","10","V","2","2019","13.2","V","1","2019","16.7","V","1","2019","12.5","V","1","2019","16","V","1","2019","17","V","1","2019","14,233","V","2","2019"
"18003975","11.65","V","1","2019","13.3","V","1","2020","10.9","V","1","2019","10","V","2","2019","18","V","1","2020","13.8","V","1","2019","12,942","V","1","2020","12","V","1","2019","15.6","V","1","2019","16.7","V","1","2019","16.5","V","1","2019","12","V","1","2019","15","V","1","2019","14,633","V","1","2019"
"18003980","16","V","1","2020","11.9","V","1","2020","10.25","V","1","2019","13.75","V","1","2020","17.5","V","1","2020","11.2","V","1","2019","13,433","V","1","2020","10","V","1","2019","10","V","1","2019","16.7","V","1","2019","17.5","V","1","2019","10","V","2","2019","13","V","1","2019","12,867","V","2","2019"
"18003988","9.5","AC","2","2020","12","V","1","2020","11.6","V","1","2019","12.5","V","1","2020","10","V","2","2020","12","V","1","2020","11,267","V","2","2020","10","V","1","2020","10.2","V","1","2019","17","V","1","2019","13","V","1","2020","18","V","1","2020","12.5","V","1","2019","13.45","V","1","2020"
"18004091","10.5","V","1","2020","11.3","V","1","2020","10","V","1","2020","10","V","2","2020","10","V","2","2020","10","V","1","2020","10.3","V","2","2020","17","V","1","2019","17.2","V","1","2019","20","V","1","2019","16.5","V","1","2019","17","V","1","2019","15.25","V","1","2019","17,158","V","1","2019"
"18004100","10","V","2","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","2","NV","2","2020","0","NRA","1","2020","7","NV","2","2020","11","V","1","2019","13","V","1","2019","7","AC","2","2020","12","V","1","2020","10.5","V","1","2020","11","V","1","2019","10.75","V","2","2020"
"18004101","7.5","NV","2","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","5","NV","2","2020","10","V","2","2020","8.75","NV","2","2020","10","V","2","2019","10.4","V","1","2019","10","V","2","2020","10","V","2","2020","16.5","V","1","2020","13","V","1","2019","11.65","V","2","2020"
"18004105","10","V","2","2020","10","V","2","2020","10.1","V","1","2020","10.25","V","1","2020","10","V","1","2020","11.5","V","1","2020","10,308","V","2","2020","10","V","2","2019","15.4","V","1","2019","10","V","2","2020","10","V","1","2019","10","V","1","2020","14","V","1","2019","11,567","V","2","2020"
"18004107","0","NRA","1","2020","","","","","0","NRA","1","2020","0","NRA","1","2020","","","","","","","","","","","1","2020","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020"
"18004120","10","V","2","2020","10","V","2","2020","10.5","V","1","2020","10","V","2","2020","9.5","AC","2","2020","10","V","2","2020","10","V","2","2020","10","V","1","2020","10.02","V","1","2020","11,688","V","1","2020","15","V","1","2020","10","V","2","2020","10","V","2","2020","11,118","V","2","2020"
"18004126","6.5","NV","2","2020","","","","","8.7","NV","2","2020","9.5","NV","2","2020","","","","","","","","","","","1","2020","","","","","","","","","4","NV","2","2020","10","V","1","2020","5","NV","2","2020","8","NV","2","2020","","","1","2020"
"18004143","7","AC","2","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","7","AC","2","2020","10","V","2","2020","9","AC","2","2020","10","V","1","2020","10.4","V","1","2019","10","V","2","2020","10","V","2","2020","12","V","1","2019","11.5","V","1","2019","10.65","V","2","2020"
"18004159","13,125","V","1","2020","10","V","2","2019","10.15","V","1","2019","14.7","V","1","2019","10,125","V","1","2019","13.5","V","1","2020","11,933","V","1","2020","12","V","1","2019","13.8","V","1","2019","19","V","1","2019","12","V","1","2020","15","V","1","2020","10","V","2","2020","13,633","V","2","2020"
"18004183","10","V","1","2019","7.75","AC","2","2019","13.55","V","1","2019","8.8","AC","2","2019","9","AC","2","2019","14.3","V","1","2019","10,567","V","2","2019","14","V","1","2019","7.35","AC","2","2020","17.8","V","1","2019","14.5","V","1","2019","15","V","1","2020","15","V","1","2019","13,942","V","2","2020"
"18004192","8.75","AC","2","2020","12","V","1","2020","10.5","V","1","2019","11.75","V","1","2020","8","AC","2","2020","11.1","V","1","2019","10.35","V","2","2020","10","V","1","2019","10","V","2","2019","11.11","V","1","2019","14.5","V","1","2019","10","V","2","2019","10","V","1","2019","10,935","V","2","2019"
"18004215","10","V","2","2020","15.5","V","1","2020","10.05","V","1","2019","11.25","V","1","2020","12.5","V","1","2020","10","V","2","2020","11.55","V","2","2020","11","V","1","2019","11.4","V","1","2019","20","V","1","2019","10.5","V","1","2019","14.5","V","1","2019","12","V","1","2019","13,233","V","1","2019"
"18004226","12.25","V","1","2020","10","V","2","2019","10","V","2","2019","13.5","V","1","2020","7","AC","2","2020","8","AC","2","2020","10,125","V","2","2020","15","V","1","2019","17","V","1","2019","16.7","V","1","2019","14","V","1","2019","14","V","1","2019","13","V","1","2019","14.95","V","1","2019"
"18004231","10","V","2","2020","8","AC","2","2020","10.2","V","1","2019","10","V","1","2020","9.5","AC","2","2020","14.5","V","1","2020","10,367","V","2","2020","10","V","2","2019","11.8","V","1","2019","17.77","V","1","2019","10.5","V","1","2019","10","V","1","2019","14","V","1","2019","12,345","V","2","2019"
"18004249","0","NRA","1","2020","","","","","10","V","2","2019","7","NV","2","2020","","","","","0","NRA","1","2020","","","1","2020","","","","","","","","","0","NRA","1","2020","","","","","","","","","","","","","","","1","2020"
"18004267","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","","","","","","","","","1","2020","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020"
"18004290","10","V","2","2020","10","V","2","2020","11.3","V","1","2020","10.5","V","1","2020","10","V","2","2020","10","V","1","2019","10.3","V","2","2020","10","V","2","2019","12","V","1","2019","11","V","1","2019","11.5","V","1","2019","15.25","V","1","2019","11.5","V","1","2019","11,875","V","2","2019"
"18004296","10","V","2","2020","10","V","2","2020","10","V","2","2019","10","V","2","2020","14.5","V","1","2020","10","V","2","2020","10.75","V","2","2020","10","V","1","2019","12.6","V","1","2019","18","V","1","2019","14.5","V","1","2019","11.5","V","1","2020","15","V","1","2019","13.6","V","1","2020"
"18004324","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","","","","","","","","","","","1","2020","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020"
"18004340","","","","","0","NRA","1","2020","","","","","0","NRA","1","2020","","","","","0","NRA","1","2020","","","1","2020","0","NRA","1","2020","","","","","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","","","1","2020"
"18004351","10,125","V","1","2020","15.5","V","1","2020","10","V","2","2019","12.5","V","1","2020","18","V","1","2020","16.5","V","1","2020","13,771","V","1","2020","11","V","1","2020","11.6","V","1","2019","12.5","V","1","2020","14","V","1","2020","17.5","V","1","2020","13.5","V","1","2019","13.35","V","1","2020"
"18004357","10,313","V","1","2019","10,038","V","1","2019","10","V","2","2019","14.25","V","1","2020","19.5","V","1","2020","16.5","V","1","2020","13,434","V","1","2020","13","V","1","2019","12.4","V","1","2019","11","V","1","2019","14.5","V","1","2019","10","V","2","2019","13.5","V","1","2019","12.4","V","2","2019"
"18004363","10.75","V","1","2019","11.5","V","1","2020","10.65","V","1","2019","11.25","V","1","2020","16.75","V","1","2020","18.5","V","1","2020","13,233","V","1","2020","10","V","1","2019","15.6","V","1","2019","10","V","2","2019","13","V","1","2019","17","V","1","2019","15","V","1","2019","13,433","V","2","2019"
"18004411","10","V","1","2019","10","V","2","2020","10","V","2","2020","9","NV","2","2020","2.5","NV","2","2020","10","V","1","2020","8,583","NV","2","2020","10","V","2","2019","13.4","V","1","2019","7","AC","2","2020","11","V","1","2020","9","AC","2","2020","16","V","1","2019","11,067","V","2","2020"
"18004442","12,875","V","1","2020","10","V","2","2020","11.8","V","1","2020","10","V","1","2020","17","V","1","2020","10.5","V","1","2020","12,029","V","2","2020","11","V","1","2020","10","V","2","2020","8.4","AC","2","2020","14","V","1","2020","10","V","2","2020","10","V","1","2020","10,567","V","2","2020"
"18004471","9.5","AC","2","2020","10","V","2","2020","10.8","V","1","2019","14.5","V","1","2020","19","V","1","2020","11.6","V","1","2019","12,567","V","2","2020","12","V","1","2019","15.6","V","1","2019","17","V","1","2019","14","V","1","2019","14.75","V","1","2019","15.5","V","1","2019","14,808","V","1","2019"
"18004528","10","V","2","2020","10","V","2","2020","11.7","V","1","2020","10.25","V","1","2020","7","AC","2","2020","15.5","V","1","2020","10,742","V","2","2020","10","V","2","2019","14.2","V","1","2019","7","AC","2","2020","10","V","1","2020","13","V","1","2020","12","V","1","2019","11,033","V","2","2020"
"18004544","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","","","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","10","V","2","2019","9,271","NV","2","2020","5.3","NV","2","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","9,095","NV","2","2020"
"18004560","12,875","V","1","2020","15.5","V","1","2020","14.4","V","1","2020","11","V","1","2020","12","V","1","2020","12.5","V","1","2020","13,046","V","1","2020","14","V","1","2020","12","V","1","2020","7","AC","2","2020","16","V","1","2020","12","V","1","2020","10","V","2","2020","11,833","V","2","2020"
"18004610","10","V","2","2020","7.8","NV","2","2020","14,375","V","1","2020","10","V","1","2020","1","NV","2","2020","11.5","V","1","2020","9,113","NV","2","2020","10","V","2","2020","10","V","2","2019","11.75","V","1","2020","10","V","1","2020","13","V","1","2020","10","V","1","2019","10,792","V","2","2020"
"18004624","10","V","1","2019","10","V","2","2020","10","V","2","2019","10","V","1","2020","2","NV","2","2020","10","V","2","2020","8,667","NV","2","2020","10","V","2","2019","7,418","NV","2","2020","0","NRA","1","2020","10","V","2","2020","10","V","2","2020","10","V","1","2019","7,903","NV","2","2020"
"18004637","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","","","","","","","","","1","2020","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020"
"18004644","10","V","2","2019","8.4","NV","2","2020","10","V","2","2019","8","NV","2","2020","4","NV","2","2020","5","NV","2","2020","7,567","NV","2","2020","16","V","1","2019","17.2","V","1","2019","10","V","2","2020","10","V","2","2020","13","V","1","2020","0","NRA","1","2020","11,033","NV","2","2020"
"18004688","9,875","AC","2","2020","9.2","AC","2","2020","10","V","2","2020","14.5","V","1","2020","14","V","1","2020","10","V","2","2020","11,263","V","2","2020","11","V","1","2019","12.2","V","1","2019","10","V","1","2019","14.5","V","1","2019","11","V","1","2019","11","V","1","2019","11,617","V","1","2019"
"18004706","11,125","V","1","2020","14.5","V","1","2020","12.71","V","1","2020","10.75","V","1","2020","16","V","1","2020","17","V","1","2020","13,681","V","1","2020","12","V","1","2019","14.4","V","1","2019","19","V","1","2019","13.5","V","1","2019","15","V","1","2019","13.5","V","1","2019","14,567","V","1","2019"
"18004707","3","NV","2","2020","5","NV","2","2020","10.5","V","1","2019","0","NRA","1","2020","","","","","2.5","NV","2","2020","","","1","2020","12","V","1","2020","17","V","1","2019","4.75","NV","2","2020","14","V","1","2019","3","NV","2","2020","12","V","1","2019","10,458","NV","2","2020"
"18004739","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","","","","","","","","","","","","","","","","","1","2020"
"18004745","0","NRA","1","2020","0","NRA","1","2020","10.75","V","1","2019","0","NRA","1","2020","","","","","0","NRA","1","2020","","","1","2020","","","","","0","NRA","1","2020","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020"
"18004783","10","V","2","2020","10.5","V","1","2020","10","V","2","2020","9.5","AC","2","2020","7","AC","2","2020","11","V","1","2019","9,667","AC","2","2020","11","V","1","2019","12.2","V","1","2019","16.7","V","1","2019","14","V","1","2019","10","V","2","2019","12","V","1","2019","12.65","V","2","2019"
"18004826","11,625","V","1","2019","8","AC","2","2020","10","V","2","2019","8.25","AC","2","2020","10","V","1","2020","8","AC","2","2020","9,313","AC","2","2020","16","V","1","2019","16","V","1","2019","16.7","V","1","2019","12.5","V","1","2019","10.5","V","1","2019","13","V","1","2019","14,117","V","1","2019"
"18004839","11,575","V","1","2019","12.5","V","1","2020","10.5","V","1","2019","13.5","V","1","2020","11","V","1","2020","10","V","1","2020","11,513","V","1","2020","10","V","2","2019","12.2","V","1","2019","16.67","V","1","2019","12","V","1","2019","12.5","V","1","2019","14","V","1","2019","12,895","V","2","2019"
"18004844","14,125","V","1","2020","10","V","2","2020","10.8","V","1","2019","10","V","1","2020","7.6","AC","2","2020","7.5","AC","2","2020","10,004","V","2","2020","10","V","2","2020","10.6","V","1","2019","11,094","V","1","2020","10","V","1","2020","10","V","2","2020","15","V","1","2019","11,116","V","2","2020"
"18004924","0","NRA","1","2020","0","NRA","1","2020","10.1","V","1","2019","0","NRA","1","2020","","","","","0","NRA","1","2020","","","1","2020","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020"
"18004934","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","","","","","","","","","","","1","2020","7","NV","2","2020","4,113","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","1,852","NV","2","2020"
"18004947","9,375","NV","2","2020","6","NV","2","2020","10","V","2","2020","7","NV","2","2020","","","","","","","","","","","1","2020","7","AC","2","2020","10","V","2","2019","10","V","2","2020","10","V","1","2019","12.75","V","1","2020","14","V","1","2019","10,625","V","2","2020"
"18004955","9.25","AC","2","2020","11.7","V","1","2020","11","V","1","2020","15.5","V","1","2020","13.5","V","1","2020","10.1","V","1","2019","11,842","V","2","2020","10","V","1","2019","15.4","V","1","2019","19","V","1","2019","16.5","V","1","2019","13","V","1","2019","13","V","1","2019","14,483","V","1","2019"
"18004960","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
